WarehouseNbr,UOM,Category,Cost,ItemDesc
11683,EA,02,3.8125,"SLEEVE, REDUCER, #2/0 AAAC- 1/0 STR. COPPER CONDUCTOR."
11684,EA,02,10.2,"SLEEVE, REDUCER, #397 KCM AL- 1/0 STR. COPPER CONDUCTOR."
11685,EA,02,15.1408,"SLEEVE, REDUCER, #394.5 AAAC- #250 STR. KCM COPPER CONDUCTOR"
11686,EA,02,4.264,"SLEEVE, REPAIR, 4/0 ACSR (6-1) CONDUCTOR."
11687,EA,02,26.1741,"SLEEVE, REPAIR, #394.5 KCM AAAC CONDUCTOR."
11688,EA,02,65.2407,"SLEEVE, REPAIR, 556.5 ACSR/ 652.4 AAAC CONDUCTOR."
11689,EA,02,3.3293,"SPLICE, AUTOMATIC, #6 SOL CU. "
11690,EA,02,4.3674,"SPLICE, AUTOMATIC #6A COPPER- WELD/#3 SOL BHD COPPER."
11691,EA,02,3.756,"SPLICE, AUTOMATIC, #8A COPPER- WELD/#4 SOL COPPER CONDUCTOR."
11692,EA,02,5.25,"SPLICE, AUTOMATIC, #2 SOL CU. "
11693,EA,02,6.5426,"SPLICE, AUTOMATIC, #2 STR. CU "
11694,EA,02,11.9802,"SPLICE, AUTOMAITC, 1/0 STR. BARE HARD DRAWN COPPER COND."
11695,EA,02,5.6381,"SPLICE, AUTOMATIC, TENSION, #2 STR. AAAC CONDUCTOR."
11696,EA,02,12.0742,"SPLICE, AUTOMATIC, TENSION, 2/0 STR. AAAC CONDUCTOR."
11697,EA,02,15.3591,"SPLICE, AUTOMAITIC, TENSION, 4/0 STR. ALUM/ACSR CONDUCTOR."
11698,EA,02,18.4015,"SPLICE, AUTOMATIC, #394.5 AAAC FULL TENSION, REPAIR ONLY."
11699,EA,02,93.25,"SPLICE, #927 ALUM, ENERGENCY ONLY!"
11700,EA,02,0.4351,"STAPLES, 3"" X 1 1/16"" X 1/4"", COPPER COATED."
11701,EA,02,0.1526,"STAPLE, 1 3/4"" X 3/8""X .148, GRD. WIRE, HOT DIP GALVANIZED."
11702,EA,02,0.1384,"STAPLES, 2"" X 1/2"" X .162, HOT DIP GALVANIZED."
11703,EA,02,0.1378,"STAPLES, 2"" X 5/8"" X .162, HOT DIP GALVANIZED."
11704,EA,02,0.0987,"STAPLES, 2"" X 1 1/16"" X 3/16"", HOT DIP GALVANIZED, ROLLED PT."
11705,EA,02,0.1014,"STRAP, PIPE, TWO HOLE, 3/4"". "
11707,RO,09,1.563,"AQUA-SEAL, 1/8"" X 3/4"" X 10'. "
11708,EA,02,10.9809,CABLE CLEAN 
11709,QT,02,32.86,"SEALANT, CABLE TRAY. "
11710,EA,02,14.0333,"CITRA-SOLVE, 20 OZ. "
11711,EA,02,5.2484,"CORROSION INHIBITOR-FARGOLENE, SYNTHETIC BASE WITH GRIT."
11712,EA,02,9.0993,DE-ICER. 
11713,EA,02,6.9253,GLASS CLEANER. 
11714,EA,02,8.1158,HAND CLEANER-TOWELS 
11715,EA,02,10.1945,INSECT SPRAY-WASP STOPPER 14OZ 
11716,EA,02,1.4377,"LOCK, DISPOSABLE. "
11717,EA,02,12.5627,"LUBRICANT, OIL. "
11718,EA,02,14.7989,LUBRICANT-LIQUID GREASE 
11719,EA,02,3.07,MARKING PAINT- RED .
11720,EA,02,3.147,"MARKING PAINT, WHITE"
11721,GL,02,13.4395,"PULLING LUBE-""SILICAN"". "
11722,GL,02,8.0777,PULLING LUBE- 
11723,EA,02,5.4,"PULLING LUBE-""POLYWATER-J"". "
11724,FT,02,0.0748,"PULL STRING, FLAT TAPE, 2500 LBS."
11725,BU,02,31.8636,"PULL STRING, JET LINE, STK# DELETED AT EPC 5/23/00"
11726,PT,02,5.626,"PRIMER, PVC CONDUIT, GLUE. (PINT SIZE)"
11727,PT,02,7.5337,"PVC CEMENT WITH APPLICATOR, PINT SIZE."
11728,EA,02,9.2288,PENETRATING OIL 10 OZ
11729,EA,02,22.3497,"SCOTCH KOTE, 15 OZ, ELECTRICAL SEALANT."
11738,RO,09,0.0149,"TAPE, ELECTRIC, #37. 3/4""X 66'."
11739,EA,02,0.1971,"UNDERGROUND TAGGING LETTERS, A-U & BLANK."
11740,EA,02,0.1951,"UNDERGROUND TAGGING NUMBERS, 0-8 NUMBERS."
11741,EA,02,0.5864,"UNDERGROUND TAGGING SYSTEM, TAG HOLDERS."
11742,PK,09,0.797,CABLE TIES/LASHING TIES. 
11743,EA,02,0.2542,UNDERGROUND TAGGING SYSTEM- TAGGING TIES.
11744,EA,02,1.9443,"SWITCH LETTER'S-""A THRU Z"". "
11745,EA,09,0.0513,"SWITCH NUMBER'S-""0 THRU 9"". "
11746,PK,09,0.8,"CABLE LABELS, UNDERGROUND, ""FLAG TAG""-SPECIFY COLOR."
11747,EA,02,513.286,"SWITCH, DISCONNECT, 25 KV, 900 AMP, HOOK OPERATED."
11748,EA,02,3227,"HOOKSTICK OPERATED GANG SWITCH, 600 AMP"
11755,EA,02,8.2,"TERMINAL, SPADE, TWO HOLE, #6 STR. COPPER CONDUCTOR."
11756,EA,02,8.7,"TERMINAL, SPADE, TWO HOLE, #4 STR. COPPER CONDUCTOR."
11757,EA,02,4.52,"TERMINAL, SPADE, TWO HOLE, #4 STR ALUM/COPPER CONDUCTOR."
11758,EA,02,5.5244,"TERMINAL, SPADE, TWO HOLE, #2 STR. ALUM/COPPER CONDUCTOR."
11759,EA,02,6.2216,"TERMINAL, SPADE, TWO-HOLE, 1/0 STR ALUM/COPPER CONDUCTOR."
11760,EA,02,6.3539,"TERMINAL, SPADE, TWO-HOLE, 2/0 STR ALUM/COPPER CONDUCTOR."
11761,EA,02,3.9964,"TERMINAL, COMPRESSION, TWO HOLE,  4/0 STR ALUM/COPPER."
11762,EA,02,14.205,"TERMINAL, COMPRESSION, TWO HOLE, 350 KCM ALUM/COPPER."
11763,EA,02,7.5797,"TERMINAL, COMPRESSION, TWO HOLE PAD, 394.5 STR. KCM AAAC."
11764,EA,02,6.4432,"TERMINAL, COMPRESSION, TWO HOLE PAD, 500 KCM STR. ALUM."
11765,EA,02,15.117,"TERMINAL, COMPRESSION, TWO HOLE PAD, 500 KCM STR. COPPER."
11766,EA,02,10.5693,"TERMINAL, COMPRESSION, TWO HOLE PAD, 750 STR. ALUM/CU."
11767,EA,02,24.1477,"TERMINAL, COMPRESSION, TWO HOLE PAD,  394.5 KCM AAAC."
11768,EA,02,25.3569,"TERMINAL, DISCONNECT, TWO HOLE PAD, 652.4 KCM AAAC CONDUCTOR."
11769,EA,02,24.8737,"TERMINAL, DISCONNECT, FOUR HOLE PAD, 394.5 KCM AAAC."
11770,EA,02,39.6113,"TERMINAL, FOUR HOLE PAD, #652 KCM AAAC CONDUCTOR."
11771,EA,02,38.5164,"TERMINAL, FOUR HOLE PAD, 927.2 KCM AAAC CONDUCTOR."
11772,EA,02,30.4044,"TERMINAL, T-TAP DISCONNECT, 394.5 KCM STR. CONDUCTOR."
11773,EA,02,109.3159,"TERMINAL, T-TAP COMPRESSION, 4 HOLE PAD, #927.2 KCM AAAC."
11774,EA,02,1.8039,"TERMINAL, PLUG, #4 STR. ALUM. "
11775,EA,02,1.8375,"TERMINAL, PLUG, #2 STR. ALUM. "
11776,EA,02,3.168,"TERMINAL, PLUG, 1/0 STR. ALUM. "
11777,EA,02,4.857,"TERMINAL, PLUG, 2/0 STR. ALUM. "
11778,EA,02,5.9051,"TERMINAL, PLUG, 4/0 STR. ALUM. "
11780,EA,02,78.0569,"TERMINATION KIT, #2-1/0 STR. ALUM, 175/220 MIL, 15 KV."
11781,EA,02,60.4606,"TERMINATION KIT, #2-4/0 STR. 175 MIL, 15 KV, COLD SHRINK."
11782,EA,02,88.1303,"TERMINATION KIT, 500 STR. 220 MIL, 15 KV, COLD SHRINK."
11783,EA,02,303.1808,"TERMINATION KIT, AL/CU,HEAT, 750 KCM, 220 MIL,TAPE SHIELD"
11784,EA,02,11.2253,"TERMINATION BRACKET, POTHEAD, MBS-3"
11785,EA,02,31.9785,"TERMINATION BRACKET, POTHEAD, P/N #MBS-4"
11786,EA,02,31.6909,"TERMINATION BRACKET, POTHEAD, "
11787,EA,02,39.2546,"TERMINATION BRACKET, POTHEAD, P/N #MBS-6"
11788,EA,02,3.2365,"TIES, WRAPLOCK, 2/0 ALUM. "
11789,EA,02,3.6276,"TOP-TIE, LINE TIES, #2 AAAC CONDUCTOR."
11790,EA,02,4.1328,"TOP-TIE, LINE TIES, 2/0 STR. AAAC CONDUCTOR."
11791,EA,02,2.2,"TOP-TIE, LINE TIES, 4/0 STR. AAAC CONDUCTOR."
11792,EA,02,8.6498,"TOP-TIE, LINE TIES, 394.5 STR. AAAC CONDUCTOR, W/0 ARMOR."
11793,EA,02,2.4535,"TIE, TOP, #394.5 KCM STR. AAAC WITH ARMOR ROD."
11794,EA,02,5.8249,"TIE, DOUBLE TOP, #2 STR. AAAC, FOR PIN & POST INSULATORS."
11795,EA,02,6.6679,"TIE, DOUBLE TOP, 2/0 STR. AAAC FOR POST & PIN INSULATORS."
11796,EA,02,12.4872,"TIE, DOUBLE TOP, #394.5 KCM WITH OUT ARMOR."
11797,EA,02,1.9987,"TIE, SINGLE SIDE, #2 STR. AAAC CONDUCTOR."
11798,EA,02,2.7285,"TIE, SINGLE SIDE, 2/0 STR. AAAC CONDUCTOR."
11799,EA,02,3.7741,"TIE, SINGLE SIDE, W/O ARMOR, #394.5 STR. AAAC CONDUCTOR."
11800,EA,02,5.2348,"TIE, DOUBLE SIDE, #2 STR. AAAC CONDUCTOR."
11801,EA,02,4.8989,"TIES, DOUBLE SIDE, 2/0 STR. AAAC CONDUCTOR."
11802,EA,02,7.1914,"TIES, DOUBLE SIDE, #394.5 KCM AAAC CONDUCTOR, WITH OUT ARMOR"
11803,EA,02,1.9606,"TIES, SPOOL, #2 STR. AAAC. CONDUCTOR."
11804,EA,02,2.26,"TIES, SPOOL, 2/0 STR. AAAC CONDUCTOR."
11805,EA,02,2.15,"TIES, SPOOL, 4/0 STR. AAAC CONDUCTOR."
11806,EA,02,4.3382,"TIES, SPOOL, #394.5 KCM STR. AAAC CONDUCTOR."
11807,EA,02,19.1435,"BRACKET, CROSSARM, 6"" X 8"". "
11808,EA,02,21.7188,"PLATE, 6"" X 8"", CROSS ARM HANGER."
11809,ST,02,24.3042,"BRACKET, SWING LINK WITH SUSPENSION CLAMP."
11810,EA,02,77.1,"BRACKET, ANGEL, SWING. "
11811,EA,02,0.9855,"CLIP, BONDING WITH 13/16"" HOLE "
11812,EA,02,1.373,"CLIP, BONDING WITH 15/16"" HOLE "
11813,EA,02,11.9244,"GAIN, CROSS ARM, 6 3/4"" X 4"", WITH 15/16"" HOLE."
11814,EA,02,3.708,"LINKS, CONNECTING, 1/4"" X 3"" X 9 1/2"" WITH 15/16"" HOLE."
11815,EA,02,6.5783,"PIPE, SPACER, 1"" I.D. X 7 3/4"" HOT DIP GALVANIZED, STD GRADE."
11816,EA,02,8.2339,"PLATE, CROSSARM, REINFORCING, 6"" X 8""."
11817,EA,02,18.2,DOUBLE ARMING PLATE. 
11818,ST,02,54.4333,"POLE BAND, 7"" TO 10"" DIA., 4 WAY, 90 DEGREE. 4=1 SET."
11819,ST,02,43,"POLE BAND, 9"" TO 12 "" DIA., 4 WAY, 90 DEGREE, 4=1 SET."
11820,ST,02,37.2312,"POLE BAND, 11"" TO 14"" DIA, 4 WAY, 90 DEGREE, 4=1 SET."
11821,ST,02,38.1017,"POLE BAND, 13"" TO 16"" DIA, 4 WAY, 90 DEGREE, 4=1 SET."
11822,EA,02,2.1342,"ROLLER, GUY, 7/8"" X 2 3/4"". "
11823,EA,02,12.9556,"SHIELD, WIRE SUPPORT, WITH CHAIN LINK, 5/8"" X 12""."
11824,EA,02,31.9079,"VIBRATION DAMPNER, #394.5 KCM STR. AAAC, STOCKBRIDGE."
11825,EA,02,29.4,"VIBRATION DAMPNER, #652 KCM STR. AAAC, STOCKBRIDGE."
11826,EA,02,3.4205,"TREEGUARD, #2 STR. ALUM, TRIPLEX, SERVICE WIRE."
11827,EA,02,7.0424,"TREEGUARD, 1/0 STR. ALUM, TRIPLEX, SERVICE WIRE."
11828,EA,02,7.9639,"TREEGUARD, 4/0 STR. ALUM, TRIPLEX, SERVICE WIRE."
11829,EA,02,2.0163,"TUBING, HEAT SHRINK, #12-#6 AWG, 6"" LENGTH."
11830,EA,02,3.5982,"TUBING, HEAT SHRINK, #8-#2 AWG, 12"" LENGTH."
11831,EA,02,4.9964,"TUBING, HEAT SHRINK, #2-4/0 STR.,12"" LENGTH."
11832,EA,02,5.7351,"TUBING, HEAT SHRINK, 1/0 STR-350 KCM, 12"" LENGTH."
11833,EA,02,5.6283,"TUBING, HEAT SHRINK, 250 KCM-750 KCM, 12"" LENGTH."
11834,FT,02,0.256,"TUBING, PLASTIC, PRE-SPLIT, 5/8"" I.D./3/4"" O.D."
11835,EA,02,393.3445,"ENCLOSURE, CABINET, 1 PHASE FIBERGLASS."
11836,EA,02,790.8374,"ENCLOSURE CABINET, THREE PHASE SWITCHING, FIBERGLASS."
11837,EA,02,100.755,"GROUND SLEEVE, SINGLE PHASE, 26"" X 35"", FIBERGLASS."
11838,EA,02,227.0651,"GROUND SLEEVE, THREE PHASE, 22"" X 65"", FIBERGLASS."
11839,EA,02,204.7904,"GROUND SLEEVE, (PE-42), BODY ONLY, 42""X 38""X 20""."
11840,EA,02,129.64,"GROUND SLEEVE, (PE-42) LID ONLY."
11841,EA,02,47.1433,"HAND HOLE, PE-14, BOX ONLY. "
11842,EA,02,77.0273,"HAND HOLE, PE-20, BODY ONLY. "
11843,EA,02,158.3852,"HAND HOLE,(PE-36) FIBERGLASS."
11844,EA,02,107.6305,"HAND HOLE, PE-36, LID ONLY. "
11845,EA,02,107.8255,"PAD, TRANSFORMER, PLASTIC. "
11846,EA,02,205,"RISER, CEMENT, 6"", EXTENSION, 4' VAULT."
11847,EA,02,315,"RISER, CEMENT, 12"" EXTENSION 5' X 7' VAULT."
11848,EA,02,785.8217,"VAULT, CONCRETE, 4' X 4' X 4', W/HINGED & LOCKED STEEL PLATE."
11849,EA,02,990,"VAULT, CONCRETE, 5' X 7' X 5', BODY ONLY W/GROUND SYSTEM."
11850,EA,02,446.924,"FIBERGLASS HILL HOLDER, 32"" X 54"" X 52""."
11851,EA,02,74.2994,"ARRESTOR, DEAD FRONT, MOVE, ELBOW, 15 KV, CL. 8.3/14.4 KV."
11852,EA,02,22.9202,"BUSHING, INSERT, LOADBREAK, 200 AMP, 15 KV."
11853,EA,02,31.9889,"BUSHING, STANDOFF, INSULATED, 200 AMP, 15 KV."
11854,EA,02,19.4001,"INSULATED CAP, (DUSTCOVER), 200 AMP, 15 KV."
11855,EA,02,26.3551,"ELBOW, TEST POINT, LOADBREAK, #2 STR.,175-200 MIL, 200A,15KV"
11856,EA,02,21.9938,"ELBOW, TEST POINT, LOADBREAK, #2 STR. 200 AMP, 220 MIL,15 KV"
11857,EA,02,23.562,"ELBOW, TEST POINT, LOADBREAK, 1/0 STR. 200 AMP, 175 MIL, EPR"
11858,EA,02,21.2338,"ELBOW, TEST POINT, LOADBREAK, 1/0 STR. 220 MIL, 200 AMP,15KV"
11859,EA,02,26.7816,"ELBOW, TEST POINT, LOADBREAK, 4/0 STR, 200 AMP, 175/220 MIL."
11860,EA,02,97.6859,"FEED THRU, BUSHING, TWO WAY, 200 AMP, 15 KV."
11861,EA,02,88.7306,"FEED THRU, BUSHING, 2 WAY,PORT VERTICAL, 200 AMP, 15 KV."
11862,EA,02,108.7574,"FEED THRU, BUSHING, 2 WAY, PORT, HORIZONTAL, 200 AMP."
11863,EA,02,115.1731,"JUNCTION, LBC, 2 WAY, 200 AMP, 15 KV."
11864,EA,02,123.9705,"JUNCTION, LBC, 3 WAY, 200 AMP, 15 KV."
11865,EA,02,150.8837,"JUNCTION, LBC, 4 WAY, 200 AMP, 15 KV."
11866,EA,02,83.6892,"JUNCTION, 2 WAY, TAP ONLY, 200 AMP, 15 KV."
11867,EA,02,102.803,"JUNCTION, 3 WAY, TAP ONLY, 200 AMP, 15 KV."
11868,EA,02,116.0657,"JUNCTION, 4 WAY TAP ONLY, 200 AMP, 15 KV."
11869,EA,02,17.15,"SPLICE KIT, #2 STR. ALUM, 175/220 MIL, 15 KV.obsolete"
11870,EA,02,50.33,"SPLICE KIT, REPAIR,Obsolete ALUM, 175/220 MIL, 15 KV."
11871,EA,02,20.1286,"SPLICE KIT, #2 STR. CU/ALUM, 220 MIL, 15 KV."
11872,EA,02,51.64,"SPLICE KIT, ""T"", #2 STR ALUM, 175 MIL, 15 KV."
11873,EA,02,16.6688,"SPLICE KIT, 1/0 Obsolete 175/220 MIL, 15 KV, EPR."
11874,EA,02,25.9345,"SPLICE KIT, 4/0 STR. ALUM, 175-220 MIL, 15 KV."
11875,EA,02,35.2897,"GROUNDING KIT, HEAT SHRINK, #2 STR.-4/0 STR. ALUM. 15 KV,"
11876,EA,02,144.4,"BUSHING, ADAPTER, 600 AMP,15KV "
11877,EA,02,27.7582,"ADAPTER, TAPE SHIELD, 220 MIL, 750 KCM STR. ALUM. 15 KV."
11878,EA,02,130.25,"ADAPTER, TAPE SHIELD, 220 MIL, 750 KCM STR. COPPER, 15 KV."
11879,EA,02,93.7375,"BUSHING, STAND OFF, GROUNDED, 600 AMP."
11880,EA,02,53.5,"BUSHING, STAND OFF, INSULATED, 600 AMP, 15 KV."
11881,EA,02,203.2045,"BUSHING, PUSH-OP, STANDOFF, 600 AMP, 15 KV."
11882,EA,02,50.3688,"CAP, INSULATED, (DUSTCOVER), W/GRD. LEAD, 600 AMP, 15 KV."
11883,EA,02,172.9095,"FEED THRU, JUNCTION, VBJ,2-WAY 600 AMP, 15 KV."
11884,EA,02,228.824,"FEED THRU, JUNCTION, VBJ,3-WAY 600 AMP, 15 KV."
11885,EA,02,220,"ELBOW, BOL-T, CONNECTOR, 4/0 STR. ALUM, 600 AMP, 15 KV."
11886,EA,02,113.8764,"ELBOW, BOL-T, CONNECTOR, 500 KCM ALUM, 600 AMP, 15 KV.`"
11887,EA,02,180,"ELBOW, BOL-T, CONNECTOR, 750 KCM CU, 600 AMP, 15 KV."
11888,EA,02,164.4862,"ELBOW, T-OP, 750 KCM COPPER, 220 MIL, 600 AMP, 15 KV."
11889,EA,02,334.8235,"ELBOW, PUSH-OP, 750 KCM, 220 MIL, 600 AMP, 15 KV."
11890,EA,02,86.75,"ELBOW, VISABREAK, 600A/200A, 4/0 STR. ALUM, 15 KV."
11891,EA,02,109.19,"ELBOW, VISABREAK, 600A/200A, 500 KCM STR. ALUM, 600A 15 KV."
11892,EA,02,62.8328,"PLUG, INSULATING, W/CAP & STUD 600 AMP, 15 KV."
11893,EA,02,135.9697,"PLUG, REDUCING, TAP LOADBREAK, 600A/200A, 15 KV."
11894,EA,02,59.8931,"SPLICE KIT, 4/0 STR. ALUM, 175 MIL, 600 AMP, 15 KV."
11895,EA,02,224.8717,"SPLICE KIT, 500 KCM, ALUM, 175 MIL, 600 AMP, 15 KV."
11896,EA,02,313.5518,"SPLICE KIT, 750 KCM ALUM, 220 MIL, 600 AMP, 15 KV."
11897,EA,02,0.104,"WASHER, ROUND, GALV. 1 3/8""DIA 9/16"" HOLE."
11898,EA,02,0.0803,"WASHER, ROUND, GALV. 1 3/4""DIA 11/16"" HOLE."
11899,EA,02,0.2142,"WASHER, ROUND, GALV. 2"" DIA. 13/16"" HOLE."
11900,EA,02,0.7623,"WASHER, ROUND, GALV. 2"" DIA. 15/16"" HOLE."
11901,EA,02,0.3012,"WASHER, SQUARE, GALV. 2 1/4""X 2 1/4"" X 3/16"" W/11/16"" HOLE."
11902,EA,02,0.2827,"WASHER, SQUARE, GALV. 2 1/4"" X 2 1/4"" X 3/16"" W/13/16"" HOLE."
11903,EA,02,1.2655,"WASHER, SQUARE, GALV., 4"" X 4"" X 3/16"" W/13/16"" HOLE."
11904,EA,02,0.8132,"WASHER, SQUARE, CURVED, GALV, 3"" X 3"" W/11/16"" HOLE."
11905,EA,02,1.1123,"WASHER, SQUARE, CURVED, GALV, 3 1/4"" W/13/16"" HOLE."
11906,EA,02,2.738,"WASHER, SQUARE, CURVED, GALV., 4"" X 4"" WITH 13/16"" HOLE."
11907,EA,02,3.2874,"WASHER, SQUARE, CURVED, GALV., 4"" X 4"" WITH 15/16"" HOLE."
11908,EA,02,2.4978,"WASHER, SPRING, CLIP, 11/16"" HOLE."
11909,EA,02,3.2111,"WASHER, SPRING CLIP, 13/16"" HOLE."
11910,EA,02,2.4235,"WASHER, SPRING CLIP, 15/16"" HOLE."
11911,EA,02,0.25,"WASHER, LOCK, DOUBLE COIL, SPRING, 5/8""."
11912,EA,02,12.5063,"WEATHERHEAD, SERVICE, ENTRANCE 2"" PVC, 90 DEGREE."
11913,EA,02,44.1534,"WEATHERHEAD, SERVICE ENTRANCE, 3"" PVC, 90 DEGREE."
11914,EA,02,101.838,"WEATHERHEAD, SERVICE ENTRANCE, 4"" PVC, 90 DEGREE."
11915,EA,02,3.321,"WIRE HOLDER,(HOUSE KNOB), SHORT SHANK."
11916,EA,02,3.5578,"WIRE HOLDER,(HOUSE KNOB), LONG SHANK."
11917,EA,02,6.9481,"WIREHOLDER, PIPE MOUNTING, 1 1/4""-3"" PIPE WITH INSULATOR."
11918,EA,02,6.8494,"WIREHOLDER, PIPE MOUNTING, 2 1/2""-4"" PIPE WITH INSULATOR."
11919,EA,02,4.5274,"WIRE HOLDER  BRACKET, 1 1/4""- 3"" PIPE, NO INSULATOR."
11920,EA,02,377.3636,"CAPACITOR, 100 KVAR, 7200 VOLT 125 BIL, 2 BUSHING, ALL-FILM."
11925,EA,02,395,XFMR-POLE-10 KVA-120/240. 
11926,EA,02,397.2126,XFMR-POLE-15 KVA-120/240 DUAL BUSHING.
11927,EA,02,472.9703,XFMR-POLE-25 KVA-120/240-DUAL BUSHING.
11928,EA,02,543.4286,XFMR-POLE-37.5 KVA-120/240 
11929,EA,02,1114.3559,XFMR-POLE-50 KVA-120/240-DUAL BUSHING
11930,EA,02,1595.1745,XFMR-POLE-75 KVA-120/240 DUAL BUSHING
11931,EA,02,1900.1229,XFMR-POLE-100 KVA-120/240 
11932,EA,02,2500,XFMR-POLE-167 KVA-120/240 
11934,EA,02,659,XFMR-POLE-25 KVA-240/480 
11935,EA,02,600,XFMR-POLE-37.5 KVA-240/480 
11936,EA,02,955,XFMR-POLE-50 KVA-240/480 
11937,EA,02,1162,XFMR-POLE-75 KVA-240/480 
11938,EA,02,2000,XFMR-POLE-100 KVA-240/480 
11941,EA,02,683.8784,XFMR-POLE-25 KVA-277/480 
11942,EA,02,1126.2334,XFMR-POLE-50 KVA-277/480 
11943,EA,02,1444.525,XFMR-POLE-75 KVA-277/480 
11944,EA,02,1652,XFMR-POLE-100 KVA-277/480 
11951,EA,02,645,XFMR-POLE-15 KVA-14.4-120/240 
11952,EA,02,785,XFMR-POLE-25 KVA-14.4-120/240 
11959,EA,02,2149.6154,XFMR-RR2-15 KVA-120/240 
11960,EA,02,2126.1441,XFMR-RR2-25 KVA-120/240 
11961,EA,02,1354,XFMR-RR2-37.5 KVA-120/240 
11962,EA,02,1080,XFMR-RR2-50 KVA-120/240 
11963,EA,02,1432,XFMR-RR2-25 KVA-277/480 
11964,EA,02,1691.75,XFMR-RR2-50 KVA-277/480 
11965,EA,02,1523.5257,XFMR-PAD-25 KVA-240/120 
11966,EA,02,1819.8584,XFMR-PAD-50 KVA-240/120 
11967,EA,02,2279.224,XFMR-PAD-75 KVA-240/120 
11968,EA,02,2893.8136,XFMR-PAD-100 KVA-240/120 
11969,EA,02,2788.8,XFMR-PAD-167 KVA-240/120 
11971,EA,02,10164.1111,XFMR-PAD-150 KVA-208Y/120 
11972,EA,02,4000,XFMR-PAD-225 KVA-208Y/120 
11973,EA,02,12943.0133,XFMR-PAD-300 KVA-208Y/120 
11974,EA,02,13071,XFMR-PAD-500 KVA-208Y/120 
11975,EA,02,7411.9537,XFMR-PAD-150 KVA-480Y/277 
11976,EA,02,5756,XFMR-PAD-225 KVA-480Y/277 
11977,EA,02,8388.7333,XFMR-PAD-300 KVA-480Y/277 
11978,EA,02,11378,XFMR-PAD-500 KVA-480Y/277 
11979,EA,02,16625,XFMR-PAD-750 KVA-480Y/277 
11981,EA,02,1765,XFMR-SUB-25 KVA 
11982,EA,02,2030,XFMR-SUB-50 KVA 
11983,EA,02,2378,XFMR-SUB-75 KVA 
11984,EA,02,2525,XFMR-SUB-100 KVA 
11991,EA,02,53.4783,GUY PLATE-FOR STEEL POLE'S. 
23422,EA,02,8.715,SS METER LOCKING RING SS METER LOCKING RING
23423,EA,02,6.8,PADLOCK ASSEMBLY-METER BASE PADLOCK ASSEMBLY-METER BASE
99081,EA,02,8.72,METER RING/LOCK ASSEMBLY 
23425,EA,02,3199,LA TOP & VAULT LID (VFI-COOPER 
23426,EA,02,27961,"XFMR, PAD, 1500 KVA, ESTER OIL 480Y/277"
23428,EA,02,135,"METER,2SE,FM,240V, CL320,TSI "
23429,EA,02,410.3256,ELBOW LOAD BREAK (FUSED) 1/0 STR. 175 MIL W/TEST POINT
23430,EA,02,244.3125,CURRENT LIMITING FUSE 10 AMP FOR URD LOAD BREAK ELBOW
23431,EA,02,240.2222,CURRENT LIMITING FUSE 20 AMP FOR URD LOAD BREAK ELBOW
23432,EA,02,1200,AMI REPEATER / ROUTER SERIES 4 ROUTER
23433,EA,02,176.86,AMI ROUTER POWER CABLE STREET LIGHT CONNECTION
23434,EA,02,15,AMI ROUTER POWER CABLE TRANSFORMER CONNECTION
23435,EA,02,49300,"SWITCHGEAR, VFI 6 WAY 9-600AMP, 9-200AMP BUSHINGS"
23437,EA,02,19123.74,"POLE, STEEL, 105' "
23438,EA,02,15622.43,"POLE, STEEL, 86' "
23439,EA,02,17103.245,"POLE, STEEL, 82' "
23441,EA,02,2205,"POLE, TRANSMISSION 75' H-2 PENTA TREATED DOUG FIR, BLANK"
23443,EA,02,1580,"POLE, TRANSMISSION, 60' H-2 PENTA TREATED, DOUGLAS FIR,"
23444,EA,02,765,DC IWR SERIAL RADIO DISTRIBUTION AUTOMATION RADIO
23445,EA,02,1200,IP IWR ETHERNET RADIO DISTRIBUTION AUTOMATION RADIO
23447,EA,02,22.27,STUB ANTENNA FOR DISTRIBUTION AUTOMATION RADIO
23448,EA,02,70.6623,"18"" FIBERGLASS ANTENNA FOR DISTRIBUTION AUTOMATION"
23449,EA,02,75,ANTENNA MOUNTING ARM FOR DISTRIBUTION AUTOMATION
23450,EA,02,16.508,SUNBLOCKER WIPES SPF 30
23451,FT,02,5.697,"CONDUCTOR TRIPLEX, 500 STR. ALUM, 600V, UNDERGROUND"
23452,EA,02,16.2079,ANTENNA MOUNTING BRACKET FOR DISTRIBUTION AUTOMATION
23453,EA,02,10984,"SWITCH, SF-6 ROTARY PUFFER 3PH OH LOAD BRK W/ MOTOR OPERATOR"
23454,EA,02,9.18,BIRD FLIGHT DIVERTERS FOR 394 CONDUCTOR .600-.770
23457,EA,02,8.32,"CONNECTOR, GROUND PARALLEL GROUND MAT, 2/0 STR. TIN PLT"
23458,EA,02,3150,"POLE, TRANSMISSION 90' H2 PENTA TREATED DOUG FIR BLANK"
23459,EA,02,524,SATELLITE- SYNCHRONIZED CLOCK GPS SATELLITE CLOCK FOR D/A
23461,EA,02,665,"6'X8'X6"" TOP FOR G&W SWITCH LA TOP WITH 30""X30"" BLOCKOUT"
23462,EA,02,25000,"RECLOSER 1-3 PHASE TRIP SOLID DIELECTRIC, PADMOUNT"
23464,EA,02,57100,"POLE, STEEL, 68' WITH CAISSON TRANSMISSION, PER PUD SPECS"
